TGME49_CHRIX	0	5
TGME49_CHRIX	1	2
TGME49_CHRIX	2	1
TGME49_CHRIX	3	2
TGME49_CHRIX	4	11
TGME49_CHRIX	5	0
TGME49_CHRIX	6	26
TGME49_CHRIX	7	40
TGME49_CHRIX	8	26
TGME49_CHRIX	9	31
TGME49_CHRIX	10	58
TGME49_CHRIX	11	52
TGME49_CHRIX	12	47
TGME49_CHRIX	13	54
TGME49_CHRIX	14	27
TGME49_CHRIX	15	30
TGME49_CHRIX	16	5
TGME49_CHRIX	17	12
TGME49_CHRIX	18	9
TGME49_CHRIX	19	23
TGME49_CHRIX	20	37
TGME49_CHRIX	21	28
TGME49_CHRIX	22	31
TGME49_CHRIX	23	36
TGME49_CHRIX	24	24
TGME49_CHRIX	25	32
TGME49_CHRIX	26	65
TGME49_CHRIX	27	64
TGME49_CHRIX	28	117
TGME49_CHRIX	29	48
TGME49_CHRIX	30	60
TGME49_CHRIX	31	92
TGME49_CHRIX	32	92
TGME49_CHRIX	33	135
TGME49_CHRIX	34	90
TGME49_CHRIX	35	72
TGME49_CHRIX	36	93
TGME49_CHRIX	37	127
TGME49_CHRIX	38	87
TGME49_CHRIX	39	43
TGME49_CHRIX	40	66
TGME49_CHRIX	41	51
TGME49_CHRIX	42	44
TGME49_CHRIX	43	35
TGME49_CHRIX	44	63
TGME49_CHRIX	45	65
TGME49_CHRIX	46	49
TGME49_CHRIX	47	69
TGME49_CHRIX	48	31
TGME49_CHRIX	49	59
TGME49_CHRIX	50	43
TGME49_CHRIX	51	33
TGME49_CHRIX	52	41
TGME49_CHRIX	53	65
TGME49_CHRIX	54	69
TGME49_CHRIX	55	63
TGME49_CHRIX	56	62
TGME49_CHRIX	57	84
TGME49_CHRIX	58	103
TGME49_CHRIX	59	61
TGME49_CHRIX	60	68
TGME49_CHRIX	61	39
TGME49_CHRIX	62	46
TGME49_CHRIX	63	33
TGME49_CHRIX	64	29
TGME49_CHRIX	65	45
TGME49_CHRIX	66	46
TGME49_CHRIX	67	44
TGME49_CHRIX	68	56
TGME49_CHRIX	69	56
TGME49_CHRIX	70	76
TGME49_CHRIX	71	79
TGME49_CHRIX	72	42
TGME49_CHRIX	73	119
TGME49_CHRIX	74	114
TGME49_CHRIX	75	58
TGME49_CHRIX	76	105
TGME49_CHRIX	77	132
TGME49_CHRIX	78	71
TGME49_CHRIX	79	112
TGME49_CHRIX	80	81
TGME49_CHRIX	81	73
TGME49_CHRIX	82	62
TGME49_CHRIX	83	82
TGME49_CHRIX	84	130
TGME49_CHRIX	85	74
TGME49_CHRIX	86	53
TGME49_CHRIX	87	64
TGME49_CHRIX	88	58
TGME49_CHRIX	89	35
TGME49_CHRIX	90	26
TGME49_CHRIX	91	35
TGME49_CHRIX	92	38
TGME49_CHRIX	93	48
TGME49_CHRIX	94	22
TGME49_CHRIX	95	23
TGME49_CHRIX	96	22
TGME49_CHRIX	97	30
TGME49_CHRIX	98	30
TGME49_CHRIX	99	17
TGME49_CHRIX	100	13
TGME49_CHRIX	101	21
TGME49_CHRIX	102	29
TGME49_CHRIX	103	30
TGME49_CHRIX	104	36
TGME49_CHRIX	105	31
TGME49_CHRIX	106	45
TGME49_CHRIX	107	30
TGME49_CHRIX	108	20
TGME49_CHRIX	109	38
TGME49_CHRIX	110	46
TGME49_CHRIX	111	39
TGME49_CHRIX	112	32
TGME49_CHRIX	113	32
TGME49_CHRIX	114	23
TGME49_CHRIX	115	87
TGME49_CHRIX	116	42
TGME49_CHRIX	117	47
TGME49_CHRIX	118	116
TGME49_CHRIX	119	78
TGME49_CHRIX	120	82
TGME49_CHRIX	121	91
TGME49_CHRIX	122	52
TGME49_CHRIX	123	74
TGME49_CHRIX	124	42
TGME49_CHRIX	125	42
TGME49_CHRIX	126	44
TGME49_CHRIX	127	84
TGME49_CHRIX	128	57
TGME49_CHRIX	129	65
TGME49_CHRIX	130	73
TGME49_CHRIX	131	92
TGME49_CHRIX	132	62
TGME49_CHRIX	133	35
TGME49_CHRIX	134	71
TGME49_CHRIX	135	32
TGME49_CHRIX	136	42
TGME49_CHRIX	137	82
TGME49_CHRIX	138	72
TGME49_CHRIX	139	69
TGME49_CHRIX	140	50
TGME49_CHRIX	141	96
TGME49_CHRIX	142	77
TGME49_CHRIX	143	106
TGME49_CHRIX	144	77
TGME49_CHRIX	145	61
TGME49_CHRIX	146	61
TGME49_CHRIX	147	21
TGME49_CHRIX	148	28
TGME49_CHRIX	149	30
TGME49_CHRIX	150	75
TGME49_CHRIX	151	65
TGME49_CHRIX	152	34
TGME49_CHRIX	153	72
TGME49_CHRIX	154	55
TGME49_CHRIX	155	51
TGME49_CHRIX	156	107
TGME49_CHRIX	157	71
TGME49_CHRIX	158	67
TGME49_CHRIX	159	93
TGME49_CHRIX	160	63
TGME49_CHRIX	161	51
TGME49_CHRIX	162	75
TGME49_CHRIX	163	70
TGME49_CHRIX	164	53
TGME49_CHRIX	165	43
TGME49_CHRIX	166	49
TGME49_CHRIX	167	53
TGME49_CHRIX	168	58
TGME49_CHRIX	169	50
TGME49_CHRIX	170	40
TGME49_CHRIX	171	52
TGME49_CHRIX	172	63
TGME49_CHRIX	173	95
TGME49_CHRIX	174	51
TGME49_CHRIX	175	36
TGME49_CHRIX	176	24
TGME49_CHRIX	177	42
TGME49_CHRIX	178	67
TGME49_CHRIX	179	45
TGME49_CHRIX	180	43
TGME49_CHRIX	181	27
TGME49_CHRIX	182	28
TGME49_CHRIX	183	59
TGME49_CHRIX	184	67
TGME49_CHRIX	185	89
TGME49_CHRIX	186	130
TGME49_CHRIX	187	78
TGME49_CHRIX	188	104
TGME49_CHRIX	189	71
